TIME,OPERATION,LAST NAME,FIRST NAME,RESULT
2014-07-12 01:01,Search,Medeiros, Edith,1977-08-10 03:01 -- Money Laundering; 1991-04-04 04:30 -- Identity Theft; 2012-03-04 20:13 -- Assault; 2013-10-09 14:36 -- Tax Evasion; 
2014-07-12 01:43,Search,Waters, Christopher,No record found.
2014-07-12 05:07,Search,Fortune, Melodie,No record found.
2014-07-12 05:10,Search,Levi, Cynthia,No record found.
2014-07-12 09:47,Search,Snow, Gloria,1977-10-19 15:14 -- Money Laundering; 1990-11-18 19:33 -- Assault; 
#######,,,,
2014-07-13 15:06,New Entry,Christian, Martin,2014-07-13 08:57 -- Arson; 2014-07-13 10:09 -- Tax Evasion; 2014-07-13 12:31 -- Breaking and Entering; 
2014-07-13 04:33,Search,Gallagher, Henry,2014-01-14 08:01 -- Possession; 2014-01-14 11:26 -- Vandalism; 
2014-07-13 07:39,Search,Roberts, Barbara,No record found.
2014-07-13 11:26,Search,Samson, Albert,1984-08-23 01:00 -- Possession; 
2014-07-13 15:17,Search,Warford, Susan,No record found.
2014-07-13 16:19,Search,Carignan, Kathleen,No record found.
2014-07-13 19:01,Search,Flores, Jean,No record found.
2014-07-13 19:51,Record Updated,Huggins, Maria,2014-07-13 19:51 -- Assault
2014-07-13 19:51,Search,Sullivan, Jimmy,No record found.
#######,,,,
2014-07-14 08:32,New Entry,Benedict, Sean,2014-07-14 07:08 -- Grand Theft Auto; 
2014-07-14 11:55,New Entry,Still, Matthew,2014-07-14 08:54 -- Vandalism; 
2014-07-14 22:24,New Entry,Swiney, Tracy,2014-07-14 09:19 -- Drunk Driving; 2014-07-14 10:15 -- Shoplifting; 
2014-07-14 06:48,Search,Ward, Etta,No record found.
2014-07-14 10:00,Search,Vincent, Jason,No record found.
2014-07-14 14:21,Search,Potts, Don,2014-01-13 04:37 -- Vandalism; 2014-01-13 10:53 -- Intent to Distribute; 2014-01-13 11:50 -- Identity Theft; 
2014-07-14 14:23,Search,Smith, Delilah,2001-06-27 07:54 -- Tax Evasion; 
2014-07-14 18:41,Search,Donato, Amanda,No record found.
2014-07-14 19:57,Search,Lemons, Gail,No record found.
2014-07-14 20:59,Search,Franklin, Debbie,No record found.
2014-07-14 21:33,Record Deleted,Hunt, Cherie,2014-01-23 12:44 -- Drunk Driving; 
#######,,,,
2014-07-15 11:29,New Entry,Cameron, Gerald,2014-07-15 00:37 -- Money Laundering; 2014-07-15 01:15 -- Shoplifting; 2014-07-15 03:03 -- Breaking and Entering; 
2014-07-15 14:46,New Entry,Swearengin, Winston,2014-07-15 00:01 -- Breaking and Entering; 2014-07-15 00:15 -- Intent to Distribute; 2014-07-15 12:55 -- Assault; 
2014-07-15 21:17,New Entry,Dixon, Peter,2014-07-15 07:24 -- Money Laundering; 2014-07-15 19:05 -- Assault; 
2014-07-15 03:22,Search,McHenry, Dirk,2014-06-20 02:41 -- Grand Theft Auto; 2014-06-20 04:55 -- Intent to Distribute; 2014-06-20 14:09 -- Money Laundering; 
2014-07-15 07:03,Record Updated,Scott, Roy,2014-07-15 07:03 -- Breaking and Entering
2014-07-15 07:15,Search,Smith, Kevin,1993-11-16 05:16 -- Intent to Distribute; 1994-08-28 13:28 -- Shoplifting; 2000-02-12 16:30 -- Breaking and Entering; 2000-06-12 10:36 -- Grand Theft Auto; 2008-02-20 12:07 -- Assault; 
2014-07-15 07:46,Search,Holmes, Helen,No record found.
2014-07-15 07:50,Search,Curtiss, Ryan,1984-09-15 20:40 -- Breaking and Entering; 1991-07-31 02:55 -- Grand Theft Auto; 2001-06-23 06:55 -- Tax Evasion; 2005-03-29 12:51 -- Assault; 
2014-07-15 07:54,Search,Hill, Earl,2005-05-07 09:34 -- Money Laundering; 2008-07-28 10:08 -- Money Laundering; 
2014-07-15 08:16,Search,Waugh, Donald,No record found.
2014-07-15 11:09,Search,Jackson, Edward,No record found.
2014-07-15 16:13,Record Deleted,Stallings, Edwin,1982-09-03 14:15 -- Theft; 2005-10-20 20:06 -- Drunk Driving; 2011-07-05 02:26 -- Breaking and Entering; 
2014-07-15 18:32,Search,Denham, Ralph,2007-03-01 10:58 -- Breaking and Entering; 
#######,,,,
2014-07-16 00:32,New Entry,Naranjo, Michael,2014-07-16 00:04 -- Identity Theft; 2014-07-16 00:10 -- Breaking and Entering; 
2014-07-16 01:25,New Entry,Smith, Maribel,2014-07-16 00:11 -- Intent to Distribute; 2014-07-16 00:39 -- Possession; 2014-07-16 00:45 -- Breaking and Entering; 
2014-07-16 10:57,New Entry,McCarty, Ron,2014-07-16 04:10 -- Vandalism; 2014-07-16 06:05 -- Arson; 2014-07-16 07:23 -- Tax Evasion; 
2014-07-16 04:16,Search,Franklin, Debbie,No record found.
2014-07-16 15:05,Search,Freels, Jessica,No record found.
#######,,,,
2014-07-17 09:37,New Entry,Thompson, Dennis,2014-07-17 04:24 -- Drunk Driving; 2014-07-17 06:43 -- Shoplifting; 
2014-07-17 18:20,New Entry,Valladares, Shannon,2014-07-17 04:34 -- Theft; 
2014-07-17 22:01,New Entry,Finn, Alicia,2014-07-17 05:04 -- Shoplifting; 2014-07-17 07:55 -- Theft; 
2014-07-17 03:21,Search,Brake, Rene,1977-06-21 14:00 -- Grand Theft Auto; 1978-06-18 02:25 -- Shoplifting; 1979-01-29 14:00 -- Possession; 2011-11-06 00:37 -- Shoplifting; 2014-02-08 19:40 -- Tax Evasion; 
2014-07-17 09:09,Search,Miller, John,1982-12-12 23:41 -- Theft; 
2014-07-17 12:05,Search,McKelvey, Zachary,2014-03-05 00:08 -- Identity Theft; 2014-03-05 00:16 -- Arson; 2014-03-05 00:26 -- Drunk Driving; 
2014-07-17 15:24,Search,Lenk, Carol,1986-08-03 07:31 -- Identity Theft; 1995-06-05 20:12 -- Theft; 1995-12-16 15:31 -- Assault; 2001-06-25 05:22 -- Breaking and Entering; 
2014-07-17 17:57,Search,Brown, Matthew,1994-11-29 09:04 -- Intent to Distribute; 1999-11-20 05:15 -- Tax Evasion; 
2014-07-17 20:06,Search,Fincher, Brian,1979-01-06 00:31 -- Identity Theft; 1984-09-14 07:00 -- Assault; 1985-04-27 08:43 -- Drunk Driving; 2007-03-26 21:56 -- Breaking and Entering; 2011-08-05 08:55 -- Theft; 
#######,,,,
2014-07-18 05:57,New Entry,Griswold, Irene,2014-07-18 04:26 -- Shoplifting; 
2014-07-18 16:57,New Entry,Ware, Benjamin,2014-07-18 15:06 -- Theft; 
2014-07-18 20:51,New Entry,Foster, Carolyn,2014-07-18 10:55 -- Vandalism; 
2014-07-18 05:40,Search,Arnold, Julie,No record found.
2014-07-18 07:18,Search,Turpin, Amber,No record found.
2014-07-18 07:35,Search,King, Joseph,No record found.
2014-07-18 08:12,Search,Myrie, George,1976-01-27 12:38 -- Drunk Driving; 1981-03-03 12:04 -- Money Laundering; 1986-06-13 20:39 -- Shoplifting; 1989-10-02 17:59 -- Breaking and Entering; 1991-09-07 03:16 -- Identity Theft; 
2014-07-18 08:39,Search,Alves, Antonio,No record found.
2014-07-18 08:46,Search,Farrell, Donald,No record found.
2014-07-18 10:16,Record Updated,Greene, Sheila,2014-07-18 10:16 -- Money Laundering
2014-07-18 16:11,Search,Staggs, Della,1976-01-15 23:53 -- Grand Theft Auto; 1981-09-16 10:43 -- Intent to Distribute; 1986-01-13 12:45 -- Vandalism; 2007-01-04 08:22 -- Shoplifting; 2014-06-11 10:22 -- Drunk Driving; 
2014-07-18 22:14,Search,Black, David,2000-11-05 02:02 -- Vandalism; 2005-01-10 11:35 -- Tax Evasion; 
2014-07-18 22:24,Search,Watts, Cathy,No record found.
#######,,,,
2014-07-19 14:35,New Entry,Gonzalez, Denise,2014-07-19 01:36 -- Tax Evasion; 2014-07-19 02:24 -- Vandalism; 2014-07-19 13:39 -- Grand Theft Auto; 
2014-07-19 02:08,Search,Franklin, Debbie,No record found.
2014-07-19 04:43,Search,Gutierrez, Susan,No record found.
2014-07-19 04:49,Search,Martin, Katelin,No record found.
2014-07-19 08:02,Search,Smith, Frances,No record found.
2014-07-19 09:27,Search,Miller, Levi,1988-11-21 11:49 -- Identity Theft; 1995-03-12 09:44 -- Theft; 2003-11-14 14:59 -- Money Laundering; 2007-01-24 07:57 -- Drunk Driving; 
2014-07-19 11:34,Search,Cummins, Jackie,No record found.
2014-07-19 23:42,Search,Taylor, Mamie,No record found.
#######,,,,
2014-07-20 01:06,New Entry,Mays, Edward,2014-07-20 00:19 -- Shoplifting; 2014-07-20 00:20 -- Intent to Distribute; 
2014-07-20 08:15,New Entry,Toscano, Lorene,2014-07-20 04:25 -- Identity Theft; 
2014-07-20 16:17,New Entry,McGuinness, Leroy,2014-07-20 02:14 -- Assault; 2014-07-20 16:01 -- Possession; 
2014-07-20 06:59,Record Deleted,Hill, Earl,2005-05-07 09:34 -- Money Laundering; 2008-07-28 10:08 -- Money Laundering; 
2014-07-20 19:01,Search,Anderson, Robert,1977-08-30 07:53 -- Grand Theft Auto; 1988-12-05 11:29 -- Vandalism; 
#######,,,,
2014-07-21 07:32,New Entry,Lemons, Gail,2014-07-21 01:06 -- Grand Theft Auto; 
2014-07-21 23:26,New Entry,Mobley, Robert,2014-07-21 06:15 -- Assault; 
2014-07-21 02:30,Search,Graham, Patricia,No record found.
2014-07-21 12:29,Search,Hadfield, Luz,No record found.
2014-07-21 13:42,Record Updated,Clifton, Frank,2014-07-21 13:42 -- Intent to Distribute
2014-07-21 16:17,Search,Booker, Tim,No record found.
2014-07-21 17:17,Search,Depriest, Blair,No record found.
#######,,,,
2014-07-22 06:35,New Entry,Drake, Willie,2014-07-22 01:55 -- Identity Theft; 
2014-07-22 06:52,New Entry,Beams, William,2014-07-22 05:55 -- Theft; 
2014-07-22 06:58,New Entry,Tomas, Vera,2014-07-22 02:52 -- Vandalism; 2014-07-22 03:04 -- Vandalism; 
2014-07-22 00:56,Search,Centeno, Michele,2014-03-09 00:52 -- Money Laundering; 2014-03-09 02:42 -- Money Laundering; 
2014-07-22 07:36,Search,Packard, Frank,No record found.
#######,,,,
2014-07-23 21:40,New Entry,Barron, Mary,2014-07-23 18:10 -- Breaking and Entering; 2014-07-23 21:09 -- Identity Theft; 
2014-07-23 23:30,New Entry,Argo, Amber,2014-07-23 04:14 -- Possession; 2014-07-23 06:37 -- Identity Theft; 2014-07-23 17:08 -- Theft; 
2014-07-23 19:17,Record Updated,Schaefer, Henry,2014-07-23 19:17 -- Money Laundering
#######,,,,
2014-07-24 05:46,New Entry,Newton, Andrea,2014-07-24 01:10 -- Tax Evasion; 2014-07-24 02:23 -- Shoplifting; 
2014-07-24 16:24,New Entry,Castillo, William,2014-07-24 12:55 -- Grand Theft Auto; 2014-07-24 14:47 -- Breaking and Entering; 
2014-07-24 01:09,Record Updated,Andrews, Paul,2014-07-24 01:09 -- Vandalism
2014-07-24 14:41,Search,Huskey, Yvette,No record found.
2014-07-24 21:28,Search,Ward, Valerie,No record found.
#######,,,,
2014-07-25 05:37,New Entry,Brand, Marion,2014-07-25 00:21 -- Intent to Distribute; 2014-07-25 00:29 -- Money Laundering; 2014-07-25 03:11 -- Breaking and Entering; 
2014-07-25 18:26,New Entry,Benson, Amy,2014-07-25 05:10 -- Intent to Distribute; 2014-07-25 12:52 -- Intent to Distribute; 2014-07-25 17:10 -- Breaking and Entering; 
2014-07-25 22:08,New Entry,Duda, Maria,2014-07-25 21:26 -- Drunk Driving; 
2014-07-25 03:17,Search,Higgins, Dorothy,No record found.
2014-07-25 16:17,Search,Lyons, Gloria,2014-04-13 06:46 -- Vandalism; 2014-04-13 14:03 -- Identity Theft; 
2014-07-25 17:02,Search,Aguirre, Aurelio,1980-11-21 19:03 -- Vandalism; 
2014-07-25 22:00,Search,Sanders, Brooke,1983-12-22 07:17 -- Possession; 
#######,,,,
2014-07-26 09:03,New Entry,Hogle, Walter,2014-07-26 02:56 -- Shoplifting; 2014-07-26 07:39 -- Arson; 
2014-07-26 13:17,New Entry,Fuentes, Nolan,2014-07-26 02:27 -- Intent to Distribute; 2014-07-26 08:38 -- Theft; 
2014-07-26 03:54,Search,Cummins, Jackie,No record found.
2014-07-26 06:37,Record Updated,Santos, Wendy,2014-07-26 06:37 -- Money Laundering
#######,,,,
2014-07-27 00:37,New Entry,Merrick, Chuck,2014-07-27 00:06 -- Intent to Distribute; 
2014-07-27 05:37,New Entry,Hernandez, Patricia,2014-07-27 00:22 -- Grand Theft Auto; 2014-07-27 01:50 -- Identity Theft; 
2014-07-27 01:37,Search,Hensley, Michael,No record found.
2014-07-27 07:53,Search,Stem, Gary,No record found.
#######,,,,
2014-07-28 07:55,New Entry,Bode, Virginia,2014-07-28 04:36 -- Theft; 
2014-07-28 19:58,New Entry,Kish, Jesse,2014-07-28 15:56 -- Breaking and Entering; 
2014-07-28 00:21,Search,Sanchez, Robin,1984-10-06 02:23 -- Assault; 2002-03-04 12:10 -- Money Laundering; 2013-03-21 11:37 -- Drunk Driving; 
2014-07-28 04:59,Search,Brown, Annie,2014-02-01 03:22 -- Tax Evasion; 2014-02-01 07:11 -- Arson; 2014-02-01 08:09 -- Identity Theft; 
2014-07-28 13:22,Search,Stem, Gary,No record found.
2014-07-28 13:28,Search,Gantt, Phoebe,No record found.
2014-07-28 14:22,Search,Brand, Judy,1987-06-14 06:33 -- Vandalism; 
2014-07-28 14:50,Search,Kinney, Dean,1977-08-13 12:20 -- Intent to Distribute; 1980-05-30 00:21 -- Vandalism; 1987-09-26 06:51 -- Grand Theft Auto; 1989-05-15 15:01 -- Breaking and Entering; 2002-12-09 10:32 -- Drunk Driving; 
#######,,,,
2014-07-29 06:41,New Entry,Velarde, James,2014-07-29 03:53 -- Assault; 
2014-07-29 18:23,New Entry,York, James,2014-07-29 04:05 -- Money Laundering; 2014-07-29 04:12 -- Identity Theft; 
2014-07-29 22:15,New Entry,Hayden, Gary,2014-07-29 09:02 -- Grand Theft Auto; 2014-07-29 19:58 -- Intent to Distribute; 2014-07-29 21:55 -- Grand Theft Auto; 
2014-07-29 06:56,Search,Mathews, Patricia,1977-11-17 04:16 -- Tax Evasion; 1979-12-08 12:35 -- Assault; 2008-11-27 15:41 -- Arson; 
2014-07-29 08:08,Record Updated,Leist, Martha,2014-07-29 08:08 -- Arson
2014-07-29 15:49,Search,Smith, Daryl,1987-04-12 13:32 -- Shoplifting; 1991-09-11 04:45 -- Arson; 1992-08-16 02:54 -- Identity Theft; 2007-07-08 22:47 -- Breaking and Entering; 
2014-07-29 16:39,Search,Mahone, Walter,2004-11-30 17:04 -- Identity Theft; 2008-07-04 20:12 -- Possession; 
2014-07-29 16:52,Search,Alves, Antonio,No record found.
2014-07-29 19:13,Search,Ma, Ruth,No record found.
2014-07-29 19:18,Search,Steely, Juan,No record found.
2014-07-29 21:32,Search,Cook, Timothy,No record found.
2014-07-29 22:01,Search,Watson, William,No record found.
#######,,,,
2014-07-30 04:47,New Entry,Johnson, Dollie,2014-07-30 04:03 -- Money Laundering; 2014-07-30 04:30 -- Vandalism; 
2014-07-30 15:47,New Entry,Winegar, Jackson,2014-07-30 04:38 -- Possession; 2014-07-30 09:57 -- Assault; 
2014-07-30 16:39,New Entry,Lantz, Timothy,2014-07-30 00:09 -- Arson; 
2014-07-30 04:07,Search,Eller, Carolyn,1983-10-28 12:22 -- Vandalism; 1985-12-09 10:58 -- Drunk Driving; 1994-08-10 13:48 -- Breaking and Entering; 1995-07-02 12:03 -- Theft; 2003-04-27 21:15 -- Assault; 
2014-07-30 04:35,Search,King, Eva,No record found.
2014-07-30 14:13,Search,Mauk, Michael,No record found.
2014-07-30 22:38,Search,Flournoy, William,1985-04-09 01:02 -- Shoplifting; 1987-09-09 10:29 -- Breaking and Entering; 1989-12-24 16:48 -- Breaking and Entering; 
2014-07-30 23:58,Search,Spadafora, Debra,No record found.
#######,,,,
2014-07-31 02:07,New Entry,Grier, Robert,2014-07-31 00:02 -- Money Laundering; 2014-07-31 00:27 -- Tax Evasion; 
2014-07-31 08:30,New Entry,Johnson, Mary,2014-07-31 01:25 -- Arson; 
2014-07-31 12:51,New Entry,Turner, Leon,2014-07-31 00:12 -- Assault; 2014-07-31 01:47 -- Money Laundering; 2014-07-31 05:38 -- Shoplifting; 
2014-07-31 01:43,Search,Myers, Eduardo,No record found.
2014-07-31 17:47,Search,Miller, David,2014-06-28 04:30 -- Grand Theft Auto; 2014-06-28 20:57 -- Identity Theft; 
2014-07-31 21:06,Record Updated,Fischer, Sandra,2014-07-31 21:06 -- Drunk Driving
#######,,,,
2014-08-01 06:02,New Entry,Lewis, Martha,2014-08-01 02:09 -- Shoplifting; 2014-08-01 03:55 -- Arson; 
2014-08-01 09:08,Record Deleted,Bailey, Julie,2014-03-27 01:57 -- Possession; 2014-06-14 02:45 -- Tax Evasion; 
#######,,,,
2014-08-02 02:10,New Entry,Bartel, Bruce,2014-08-02 00:17 -- Arson; 2014-08-02 01:26 -- Money Laundering; 
2014-08-02 05:27,Search,Roddy, Donald,No record found.
2014-08-02 22:06,Search,Chambers, Salvatore,1989-12-27 18:01 -- Grand Theft Auto; 2010-12-29 02:48 -- Theft; 2011-05-20 11:31 -- Breaking and Entering; 
#######,,,,
2014-08-03 16:34,New Entry,Lakes, Fumiko,2014-08-03 04:40 -- Tax Evasion; 2014-08-03 09:23 -- Intent to Distribute; 2014-08-03 12:54 -- Vandalism; 
2014-08-03 07:30,Search,Vesey, Sherry,2014-05-22 05:50 -- Identity Theft; 2014-05-22 08:34 -- Intent to Distribute; 
2014-08-03 13:19,Search,Bush, Kendall,2014-07-07 00:04 -- Breaking and Entering; 2014-07-07 18:51 -- Possession; 
2014-08-03 14:54,Record Updated,Emanuel, Melissa,2014-08-03 14:54 -- Shoplifting
2014-08-03 20:35,Search,Cox, April,1994-07-20 03:58 -- Drunk Driving; 2011-02-24 18:03 -- Assault; 2014-06-09 07:25 -- Arson; 
#######,,,,
2014-08-04 23:51,New Entry,Riedel, Nancy,2014-08-04 01:18 -- Intent to Distribute; 2014-08-04 04:11 -- Arson; 
2014-08-04 01:52,Search,Pointer, Randy,1976-05-18 15:41 -- Drunk Driving; 1985-07-13 23:35 -- Drunk Driving; 2001-04-05 02:30 -- Vandalism; 2005-06-05 04:47 -- Drunk Driving; 2008-01-22 01:40 -- Assault; 
2014-08-04 02:21,Search,Primeaux, Mark,1978-04-09 17:08 -- Theft; 1986-07-07 02:09 -- Breaking and Entering; 2001-08-19 00:34 -- Possession; 
2014-08-04 02:58,Search,Stapleton, Carol,2014-06-04 00:19 -- Possession; 2014-06-04 10:38 -- Tax Evasion; 
2014-08-04 03:44,Search,Davis, Heather,No record found.
2014-08-04 03:53,Search,Simon, Mabel,No record found.
2014-08-04 08:31,Search,Wilson, Marlene,No record found.
2014-08-04 11:42,Search,Akins, Lynn,2014-06-26 09:28 -- Possession; 
2014-08-04 15:56,Search,Davis, Robert,No record found.
2014-08-04 16:55,Search,Brooks, Ian,No record found.
#######,,,,
2014-08-05 03:23,New Entry,Hensley, Michael,2014-08-05 00:38 -- Drunk Driving; 2014-08-05 02:26 -- Drunk Driving; 
2014-08-05 10:01,New Entry,Blackman, Otis,2014-08-05 06:45 -- Breaking and Entering; 
2014-08-05 18:17,New Entry,Teeter, Lowell,2014-08-05 14:15 -- Shoplifting; 
2014-08-05 01:21,Search,Nesmith, Felix,1984-01-29 22:17 -- Assault; 1991-04-26 02:05 -- Assault; 1994-03-13 00:00 -- Breaking and Entering; 2005-08-04 00:46 -- Possession; 
2014-08-05 02:47,Search,Alvarez, Benita,2014-05-03 03:58 -- Shoplifting; 2014-05-03 17:41 -- Intent to Distribute; 
2014-08-05 09:21,Search,Peralta, Janice,No record found.
2014-08-05 13:18,Search,Bell, James,No record found.
2014-08-05 14:40,Search,Perry, Marie,No record found.
2014-08-05 17:11,Search,Saunders, Kathy,No record found.
2014-08-05 20:09,Search,Kiernan, David,No record found.
#######,,,,
2014-08-06 09:44,New Entry,Leonard, Lawrence,2014-08-06 01:36 -- Identity Theft; 
2014-08-06 01:26,Search,McLeod, Margaret,No record found.
2014-08-06 03:12,Search,Stephenson, Hilda,No record found.
2014-08-06 06:09,Search,Sanchez, Melvin,1977-06-21 15:56 -- Identity Theft; 1978-03-07 15:57 -- Drunk Driving; 2006-07-01 20:54 -- Shoplifting; 2009-05-06 16:52 -- Money Laundering; 2012-03-22 17:02 -- Possession; 
2014-08-06 10:56,Search,Gray, James,2014-04-14 00:07 -- Intent to Distribute; 2014-04-14 02:13 -- Arson; 2014-06-28 19:09 -- Identity Theft; 
2014-08-06 11:41,Search,Lynch, Lisa,1994-11-01 15:06 -- Drunk Driving; 2002-06-23 09:54 -- Possession; 
2014-08-06 14:49,Search,Cook, Timothy,No record found.
2014-08-06 19:47,Search,Farley, Grace,No record found.
2014-08-06 23:45,Search,Turner, Leon,2014-07-31 00:12 -- Assault; 2014-07-31 01:47 -- Money Laundering; 2014-07-31 05:38 -- Shoplifting; 
#######,,,,
2014-08-07 13:03,New Entry,Collins, Jo,2014-08-07 00:48 -- Assault; 
2014-08-07 01:01,Record Deleted,Mathews, Patricia,1977-11-17 04:16 -- Tax Evasion; 1979-12-08 12:35 -- Assault; 2008-11-27 15:41 -- Arson; 
2014-08-07 05:47,Search,Hale, April,2014-05-24 05:19 -- Money Laundering; 
2014-08-07 05:53,Search,Stamp, Susan,No record found.
2014-08-07 06:27,Search,Aguirre, Kay,No record found.
2014-08-07 08:49,Search,Cronin, Curtis,2014-04-10 03:21 -- Breaking and Entering; 2014-04-10 07:40 -- Grand Theft Auto; 2014-04-10 18:31 -- Assault; 
2014-08-07 10:55,Record Deleted,Sabbagh, John,1993-07-31 23:57 -- Intent to Distribute; 
2014-08-07 15:58,Record Updated,Schaefer, Henry,2014-08-07 15:58 -- Breaking and Entering
2014-08-07 23:34,Search,Keeley, Mark,2014-05-27 13:19 -- Breaking and Entering; 
2014-08-07 23:38,Search,Roy, Dionne,2004-06-02 13:21 -- Grand Theft Auto; 2006-06-15 08:25 -- Shoplifting; 
#######,,,,
2014-08-08 08:26,New Entry,Natale, Jean,2014-08-08 05:35 -- Assault; 
2014-08-08 01:38,Search,Conroy, Sherry,No record found.
2014-08-08 03:44,Record Updated,Centeno, Joann,2014-08-08 03:44 -- Tax Evasion
2014-08-08 06:37,Search,Martinez, Larry,No record found.
2014-08-08 07:19,Search,Joseph, Ruth,No record found.
2014-08-08 11:54,Search,Houston, Cecil,1982-06-22 18:17 -- Possession; 1993-12-18 02:29 -- Arson; 1999-08-16 22:02 -- Grand Theft Auto; 2005-09-27 09:22 -- Assault; 
2014-08-08 18:12,Search,Bigler, Walter,No record found.
2014-08-08 18:14,Search,Peterson, Mark,No record found.
2014-08-08 18:45,Search,Bronson, Warren,1983-09-25 14:00 -- Identity Theft; 1993-10-17 00:29 -- Grand Theft Auto; 1997-07-31 00:23 -- Grand Theft Auto; 2010-01-27 06:26 -- Theft; 
2014-08-08 20:37,Search,Collins, John,No record found.
#######,,,,
2014-08-09 07:11,New Entry,Frederick, Marie,2014-08-09 00:41 -- Money Laundering; 
2014-08-09 09:52,New Entry,Best, Dean,2014-08-09 02:11 -- Breaking and Entering; 2014-08-09 05:01 -- Drunk Driving; 
2014-08-09 19:32,New Entry,Holdren, Sarah,2014-08-09 00:18 -- Shoplifting; 2014-08-09 06:06 -- Identity Theft; 
2014-08-09 11:07,Search,Tirrell, Richard,No record found.
2014-08-09 13:39,Search,Moore, Vincent,No record found.
2014-08-09 19:54,Search,Robinson, Rafael,1981-01-30 06:30 -- Money Laundering; 1995-03-09 19:44 -- Money Laundering; 2000-12-26 14:47 -- Possession; 2008-10-27 20:18 -- Breaking and Entering; 2013-01-08 15:16 -- Tax Evasion; 
